robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
0,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
8,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
16,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
24,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
32,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
40,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
48,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
56,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
64,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
72,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
80,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
88,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
96,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.433049,-0.463643,1.178883,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
104,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
112,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
120,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
128,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
136,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
144,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
152,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
160,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
168,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
176,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
184,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.438451,-0.467948,1.193061,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
192,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.430222,-0.463814,1.179959,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
200,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.430222,-0.463814,1.179959,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
208,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.430222,-0.463814,1.179959,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
216,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.430222,-0.463814,1.179959,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
224,0.000000,0.000000,3,-0.563285,-0.175951,1.205463,2,0.430222,-0.463814,1.179959,0,-0.568936,-0.631134,1.077764,99,-9999.000000,-9999.000000,-9999.000000
