robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
0,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
8,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
16,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
24,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
32,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
40,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
48,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
56,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
64,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971
72,0.000000,0.000000,2,0.755826,0.073660,0.956517,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971,20,0.385356,-0.366338,1.258698
80,0.000000,0.000000,2,0.755826,0.073660,0.956517,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971,20,0.385356,-0.366338,1.258698
88,0.000000,0.000000,2,0.755826,0.073660,0.956517,3,-0.368403,-0.411851,1.267649,0,0.860577,-0.635427,0.603971,20,0.385356,-0.366338,1.258698
96,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
104,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
112,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
120,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
128,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
136,0.000000,0.000000,2,0.755826,0.073660,0.956517,20,0.379355,-0.361656,1.236878,3,-0.371595,-0.413642,1.273112,0,1.037342,-0.765885,0.728423
