robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
3720,5.816484,5.976456,1,0.394596,0.154024,1.015861,2,-9999.000000,-9999.000000,-9999.000000
3780,5.768930,6.266277,1,0.379933,0.152362,0.991937,3,-0.402070,0.136594,0.934518
3840,5.768930,6.266277,1,0.371024,0.150813,0.986259,2,-9999.000000,-9999.000000,-9999.000000
3900,5.598445,6.451480,1,0.357167,0.151744,0.971497,3,-0.429141,0.144094,0.920451
3960,5.598445,6.451480,1,0.352931,0.151680,0.976297,3,-0.426273,0.138409,0.880028
4020,5.906808,6.547532,1,0.348889,0.151180,0.969239,3,-0.440243,0.142486,0.877268
4080,5.906808,6.547532,1,0.331580,0.146292,0.931274,3,-0.441937,0.139249,0.849019
4140,6.022075,6.310163,1,0.333525,0.145065,0.922757,3,-0.431579,0.135564,0.816657
4200,6.022075,6.310163,3,-0.442415,0.141429,0.832348,1,0.331703,0.143698,0.907863
4260,6.230159,5.579048,1,0.353066,0.145652,0.901587,3,-0.416767,0.138527,0.804392
4320,6.230159,5.579048,1,0.364553,0.142674,0.873885,3,-0.413320,0.138771,0.820284
4380,6.286349,5.340409,1,0.380947,0.147456,0.863237,3,-0.399317,0.140673,0.808432
4440,6.286349,5.340409,1,0.388663,0.141020,0.837613,3,-0.384924,0.135710,0.792016
4500,6.100345,5.351649,1,0.388877,0.141636,0.817737,3,-0.376834,0.135479,0.780795
4560,6.100345,5.351649,1,0.403106,0.141716,0.806971,3,-0.369604,0.134836,0.778150
4620,6.245028,5.487544,1,0.417804,0.142195,0.796769,3,-0.353239,0.129527,0.756113
4680,6.245028,5.487544,1,0.425791,0.143054,0.775592,3,-0.351086,0.132907,0.756622
4740,6.286853,5.517823,3,-0.337520,0.132800,0.760051,2,-9999.000000,-9999.000000,-9999.000000
4800,6.286853,5.517823,3,-0.330412,0.135024,0.762498,2,-9999.000000,-9999.000000,-9999.000000
4860,6.299971,5.338048,3,-0.305747,0.132032,0.735950,2,-9999.000000,-9999.000000,-9999.000000
4920,6.299971,5.338048,1,0.468904,0.137546,0.688462,3,-0.296010,0.133376,0.724831
4980,6.519121,5.923299,3,-0.288369,0.134974,0.713892,1,0.480271,0.135686,0.671636
5040,6.519121,5.923299,3,-0.268564,0.133642,0.693908,2,-9999.000000,-9999.000000,-9999.000000
5100,6.915690,5.689952,3,-0.264152,0.135032,0.705618,2,-9999.000000,-9999.000000,-9999.000000
5160,6.915690,5.689952,3,-0.241843,0.134268,0.705938,2,-9999.000000,-9999.000000,-9999.000000
5220,7.137986,5.890906,3,-0.219729,0.129184,0.687645,2,-9999.000000,-9999.000000,-9999.000000
5280,7.137986,5.890906,3,-0.202778,0.129864,0.680918,2,-9999.000000,-9999.000000,-9999.000000
5340,7.150746,5.931411,3,-0.185985,0.127480,0.666397,2,-9999.000000,-9999.000000,-9999.000000
5400,7.150746,5.931411,3,-0.174788,0.125737,0.656299,2,-9999.000000,-9999.000000,-9999.000000
5460,7.568362,5.869598,3,-0.153237,0.127709,0.649227,2,-9999.000000,-9999.000000,-9999.000000
5520,7.568362,5.869598,3,-0.132706,0.125403,0.634228,2,-9999.000000,-9999.000000,-9999.000000
5580,7.494302,6.499555,3,-0.124673,0.126344,0.623284,2,-9999.000000,-9999.000000,-9999.000000
5640,-7.494302,6.499555,3,-0.121419,0.127253,0.602256,2,-9999.000000,-9999.000000,-9999.000000
5700,0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
5760,-7.494302,7.170751,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
5820,-0.000000,7.170751,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
5880,0.000000,7.170751,3,-0.314324,0.118579,0.499909,1,0.436064,0.126403,0.526056
5940,-0.000000,2.718885,1,0.458937,0.132560,0.535369,3,-0.308951,0.120531,0.510456
6000,-0.000000,-2.718885,1,0.455978,0.131121,0.528193,3,-0.303112,0.120356,0.505812
6060,-0.000000,-2.718885,1,0.462035,0.132390,0.532694,3,-0.299783,0.119462,0.505231
6120,-0.000000,-2.718885,3,-0.295933,0.116832,0.501457,2,-9999.000000,-9999.000000,-9999.000000
6180,-1.082311,-2.718885,1,0.450930,0.126379,0.506838,3,-0.298622,0.122473,0.529176
6240,-1.082311,-2.718885,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
6300,-1.082311,-2.097626,1,0.499576,0.127657,0.517699,3,-0.265780,0.118401,0.545489
6360,1.082311,2.097626,3,-0.263346,0.126400,0.566729,1,0.503248,0.129579,0.520990
6420,-5.638102,-5.132438,1,0.509092,0.126159,0.528473,3,-0.254213,0.123839,0.575032
6480,5.638102,5.132438,3,-0.249709,0.127219,0.594836,1,0.514156,0.127742,0.536216
6540,-6.504537,-6.650358,3,-0.243327,0.126863,0.604552,1,0.521159,0.123247,0.553100
6600,-6.504537,-6.650358,1,0.529404,0.124438,0.566055,3,-0.248015,0.129713,0.628993
6660,7.406961,7.793039,1,0.534698,0.124844,0.574752,3,-0.234544,0.126169,0.634870
6720,-6.942986,-7.387279,1,0.535451,0.123071,0.578959,3,-0.230702,0.132074,0.664011
6780,-6.942986,-7.387279,3,-0.217978,0.132473,0.670693,1,0.542468,0.127230,0.591180
6840,-7.578958,-8.194903,3,-0.221438,0.135889,0.714975,1,0.550437,0.126756,0.607820
6900,-7.578958,-8.194903,3,-0.214148,0.134620,0.713978,1,0.556489,0.130140,0.616653
6960,-7.280653,-7.452856,3,-0.213406,0.128492,0.721061,1,0.547402,0.125430,0.626042
7020,-7.280653,-7.452856,3,-0.214216,0.129416,0.728550,1,0.530129,0.126739,0.633145
7080,-7.336620,-7.126484,3,-0.228681,0.127619,0.760919,2,-9999.000000,-9999.000000,-9999.000000
7140,-7.336620,-7.126484,3,-0.252184,0.127530,0.784101,2,-9999.000000,-9999.000000,-9999.000000
7200,-7.648649,-6.931108,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
7260,-7.648649,-6.931108,1,0.513269,0.133718,0.725131,3,-0.248206,0.129078,0.782692
7320,7.773008,7.426992,1,0.517448,0.134300,0.731073,3,-0.248440,0.137873,0.832615
7380,7.773008,7.426992,1,0.532502,0.137847,0.754770,3,-0.240711,0.139880,0.851467
7440,-6.721034,-7.234106,1,0.550813,0.138984,0.768036,3,-0.221728,0.139674,0.853770
