Robot,X,Y
0,-0.853189,-1.339126
0,-0.853189,-1.339126
0,-0.857216,-1.345135
0,-0.857216,-1.345135
0,-0.853139,-1.338968
0,-0.853139,-1.338968
0,-0.85586,-1.343108
0,-0.85586,-1.343108
0,-0.858489,-1.347231
0,-0.858489,-1.347231
0,-0.861246,-1.351496
0,-0.861246,-1.351496
0,-0.856018,-1.343384
0,-0.856018,-1.343384
0,-0.855084,-1.341846
0,-0.855084,-1.341846
0,-0.856401,-1.344094
0,-0.856401,-1.344094
0,-0.853733,-1.339974
0,-0.853733,-1.339974
0,-0.855736,-1.34286
0,-0.855736,-1.34286
0,-0.860137,-1.349692
0,-0.860137,-1.349692
0,-0.857353,-1.345489
0,-0.857353,-1.345489
0,-0.859576,-1.349168
0,-0.859576,-1.349168
0,-0.854877,-1.341879
0,-0.854877,-1.341879
0,-0.85478,-1.341594
0,-0.85478,-1.341594
0,-0.856195,-1.343671
0,-0.856195,-1.343671
0,-0.856292,-1.343946
0,-0.856292,-1.343946
0,-0.855874,-1.343077
0,-0.855874,-1.343077
0,-0.856056,-1.343508
0,-0.856056,-1.343508
0,-0.856882,-1.344419
0,-0.856882,-1.344419
0,-0.854058,-1.340199
0,-0.854058,-1.340199
0,-0.853247,-1.33912
0,-0.853247,-1.33912
0,-0.853331,-1.339281
0,-0.853331,-1.339281
0,-0.858195,-1.346933
0,-0.858195,-1.346933
0,-0.857227,-1.345113
0,-0.857227,-1.345113
0,-0.857424,-1.345719
0,-0.857424,-1.345719
0,-0.859019,-1.348095
0,-0.859019,-1.348095
0,-0.85725,-1.345345
0,-0.85725,-1.345345
0,-0.852842,-1.338343
0,-0.852842,-1.338343
0,-0.85546,-1.342462
0,-0.85546,-1.342462
0,-0.856354,-1.344031
0,-0.856354,-1.344031
0,-0.855101,-1.341997
0,-0.855101,-1.341997
0,-0.851347,-1.335844
0,-0.851347,-1.335844
0,-0.854792,-1.34101
0,-0.854792,-1.34101
0,-0.85759,-1.345405
0,-0.85759,-1.345405
0,-0.85535,-1.342282
0,-0.85535,-1.342282
0,-0.853657,-1.339353
0,-0.853657,-1.339353
0,-0.856175,-1.343742
0,-0.856175,-1.343742
0,-0.853719,-1.339654
0,-0.853719,-1.339654
0,-0.856669,-1.344476
0,-0.856669,-1.344476
0,-0.855999,-1.343297
0,-0.855999,-1.343297
0,-0.854419,-1.340935
0,-0.854419,-1.340935
0,-0.853287,-1.338574
0,-0.853287,-1.338574
0,-0.852805,-1.338177
0,-0.852805,-1.338177
0,-0.853922,-1.339737
0,-0.853922,-1.339737
0,-0.857474,-1.345707
0,-0.857474,-1.345707
0,-0.855456,-1.342474
0,-0.855456,-1.342474
0,-0.856923,-1.345086
0,-0.856923,-1.345086
0,-0.856607,-1.344011
0,-0.856607,-1.344011
0,-0.857145,-1.344867
0,-0.857145,-1.344867
0,-0.860975,-1.351255
0,-0.860975,-1.351255
0,-0.855146,-1.342064
0,-0.855146,-1.342064
0,-0.853532,-1.339432
0,-0.853532,-1.339432
0,-0.859184,-1.348322
0,-0.859184,-1.348322
0,-0.853741,-1.339505
5,-1.484876,-1.653947
5,-1.484876,-1.653947
5,-1.484041,-1.652804
5,-1.484041,-1.652804
5,-1.482022,-1.650789
5,-1.482022,-1.650789
5,-1.482739,-1.651296
5,-1.482739,-1.651296
5,-1.485373,-1.654121
5,-1.485373,-1.654121
5,-1.485936,-1.655201
5,-1.485936,-1.655201
5,-1.48901,-1.65846
5,-1.48901,-1.65846
5,-1.484469,-1.653479
5,-1.484469,-1.653479
5,-1.487536,-1.656898
5,-1.487536,-1.656898
5,-1.48107,-1.649503
5,-1.48107,-1.649503
5,-1.48107,-1.649503
5,-1.48107,-1.649503
5,-1.488972,-1.658433
5,-1.488972,-1.658433
5,-1.482544,-1.651227
5,-1.482544,-1.651227
5,-1.486828,-1.656241
5,-1.486828,-1.656241
5,-1.486759,-1.655967
5,-1.486759,-1.655967
5,-1.47965,-1.647873
5,-1.47965,-1.647873
5,-1.488074,-1.657379
5,-1.488074,-1.657379
5,-1.484512,-1.653566
5,-1.484512,-1.653566
5,-1.48066,-1.648839
5,-1.48066,-1.648839
5,-1.486026,-1.655066
5,-1.486026,-1.655066
5,-1.479658,-1.647851
5,-1.479658,-1.647851
5,-1.482857,-1.651511
5,-1.482857,-1.651511
5,-1.48107,-1.649503
5,-1.48107,-1.649503
5,-1.478868,-1.646961
5,-1.478868,-1.646961
5,-1.487892,-1.657263
5,-1.487892,-1.657263
5,-1.486828,-1.656018
5,-1.486828,-1.656018
5,-1.481298,-1.649787
5,-1.481298,-1.649787
5,-1.483356,-1.651985
5,-1.483356,-1.651985
5,-1.488158,-1.657581
5,-1.488158,-1.657581
5,-1.488282,-1.657713
5,-1.488282,-1.657713
5,-1.487457,-1.656616
5,-1.487457,-1.656616
5,-1.482502,-1.650839
5,-1.482502,-1.650839
5,-1.485845,-1.654994
5,-1.485845,-1.654994
5,-1.482004,-1.650632
5,-1.482004,-1.650632
5,-1.483642,-1.652382
5,-1.483642,-1.652382
5,-1.484685,-1.653376
5,-1.484685,-1.653376
5,-1.486885,-1.655975
5,-1.486885,-1.655975
5,-1.483686,-1.652538
5,-1.483686,-1.652538
5,-1.481684,-1.64997
5,-1.481684,-1.64997
5,-1.48481,-1.65389
5,-1.48481,-1.65389
5,-1.485869,-1.654876
5,-1.485869,-1.654876
5,-1.479804,-1.647782
5,-1.479804,-1.647782
5,-1.486037,-1.655055
5,-1.486037,-1.655055
5,-1.484889,-1.653705
5,-1.484889,-1.653705
5,-1.48107,-1.649503
5,-1.48107,-1.649503
5,-1.48551,-1.654707
5,-1.48551,-1.654707
5,-1.488261,-1.657577
5,-1.488261,-1.657577
5,-1.487105,-1.656213
5,-1.487105,-1.656213
5,-1.484906,-1.653984
5,-1.484906,-1.653984
5,-1.478145,-1.646493
5,-1.478145,-1.646493
5,-1.482383,-1.651024
5,-1.482383,-1.651024
5,-1.480868,-1.649266
5,-1.480868,-1.649266
5,-1.487528,-1.656865
5,-1.487528,-1.656865
5,-1.4859,-1.65483
5,-1.4859,-1.65483
5,-1.487233,-1.656481
5,-1.487233,-1.656481
