Robot,X,Y
2,-1.514547,-1.868361
2,-1.514547,-1.868361
2,-1.514547,-1.868361
2,-1.511766,-1.864661
2,-1.511766,-1.864661
2,-1.511766,-1.864661
2,-1.511766,-1.864661
2,-1.512166,-1.865334
2,-1.512166,-1.865334
2,-1.512166,-1.865334
2,-1.507975,-1.859971
2,-1.507975,-1.859971
2,-1.507975,-1.859971
2,-1.514903,-1.868728
2,-1.514903,-1.868728
2,-1.514903,-1.868728
2,-1.513292,-1.866961
2,-1.513292,-1.866961
2,-1.513292,-1.866961
2,-1.51348,-1.866768
2,-1.51348,-1.866768
2,-1.51348,-1.866768
2,-1.512307,-1.864961
2,-1.512307,-1.864961
2,-1.512307,-1.864961
2,-1.510239,-1.862717
2,-1.510239,-1.862717
2,-1.510239,-1.862717
2,-1.513046,-1.866234
2,-1.513046,-1.866234
2,-1.513046,-1.866234
2,-1.517453,-1.871731
2,-1.517453,-1.871731
2,-1.517453,-1.871731
2,-1.507535,-1.859424
2,-1.507535,-1.859424
2,-1.507535,-1.859424
2,-1.515526,-1.869558
2,-1.515526,-1.869558
2,-1.515526,-1.869558
2,-1.515663,-1.869667
2,-1.515663,-1.869667
2,-1.515663,-1.869667
2,-1.511672,-1.864544
2,-1.511672,-1.864544
2,-1.511672,-1.864544
2,-1.516667,-1.870699
2,-1.516667,-1.870699
2,-1.516667,-1.870699
2,-1.516667,-1.870699
2,-1.516667,-1.870699
2,-1.516667,-1.870699
2,-1.506239,-1.857697
2,-1.506239,-1.857697
2,-1.506239,-1.857697
2,-1.510734,-1.863357
2,-1.510734,-1.863357
2,-1.510734,-1.863357
2,-1.513815,-1.86726
2,-1.513815,-1.86726
2,-1.513815,-1.86726
2,-1.518796,-1.873194
2,-1.518796,-1.873194
2,-1.518796,-1.873194
2,-1.50968,-1.862016
2,-1.50968,-1.862016
2,-1.50968,-1.862016
2,-1.515663,-1.869667
2,-1.515663,-1.869667
2,-1.515663,-1.869667
2,-1.511234,-1.86379
2,-1.511234,-1.86379
2,-1.511234,-1.86379
2,-1.509917,-1.862663
2,-1.509917,-1.862663
2,-1.509917,-1.862663
2,-1.504834,-1.856242
2,-1.504834,-1.856242
2,-1.504834,-1.856242
2,-1.511029,-1.863601
2,-1.511029,-1.863601
2,-1.511029,-1.863601
2,-1.516965,-1.871211
2,-1.516965,-1.871211
2,-1.516965,-1.871211
2,-1.747804,-2.155653
2,-1.747804,-2.155653
2,-1.747804,-2.155653
2,-1.509393,-1.862002
2,-1.509393,-1.862002
2,-1.508464,-1.860436
2,-1.508464,-1.860436
2,-1.513713,-1.867055
2,-1.513713,-1.867055
2,-1.511295,-1.864426
2,-1.511295,-1.864426
