Robot,X,Y
0,-2.402306,-1.482414
0,-2.402306,-1.482414
0,-2.402306,-1.482414
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.407128,-1.48531
0,-2.407128,-1.48531
0,-2.407128,-1.48531
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.40067,-1.481321
0,-2.40067,-1.481321
0,-2.40067,-1.481321
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.394877,-1.477991
0,-2.394877,-1.477991
0,-2.394877,-1.477991
0,-2.395271,-1.478249
0,-2.393828,-1.477276
0,-2.393828,-1.477276
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.402306,-1.482414
0,-2.402306,-1.482414
0,-2.402306,-1.482414
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.395271,-1.478249
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.401221,-1.481802
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.396601,-1.479111
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.400834,-1.481548
0,-2.409736,-1.487229
0,-2.409736,-1.487229
0,-2.409736,-1.487229
0,-2.409736,-1.487229
0,-2.409736,-1.487229
0,-2.340575,-1.449568
0,-2.420603,-1.490737
0,-2.420603,-1.490737
0,-2.420603,-1.490737
0,-2.350629,-1.444102
0,-2.350629,-1.444102
0,-2.350629,-1.444102
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-2.413841,-1.694649
0,-1.978599,-1.958271
0,-1.978599,-1.958271
0,-1.978599,-1.958271
0,-1.747259,-1.84965
0,-1.754796,-1.857778
0,-1.754796,-1.857778
0,-1.747608,-1.850208
0,-1.747608,-1.850208
0,-1.743746,-1.845891
0,-1.743746,-1.845891
0,-1.751452,-1.854116
0,-1.751452,-1.854116
0,-1.751452,-1.854116
0,-1.751452,-1.854116
0,-1.749051,-1.851513
0,-1.749051,-1.851513
0,-1.74824,-1.850879
0,-1.74824,-1.850879
0,-1.748095,-1.850756
0,-1.748095,-1.850756
0,-1.752175,-1.854689
0,-1.752175,-1.854689
0,-1.747722,-1.850298
0,-1.747722,-1.850298
0,-1.748572,-1.850973
0,-1.748572,-1.850973
0,-1.747608,-1.850208
0,-1.747608,-1.850208
0,-1.749051,-1.851513
0,-1.749051,-1.851513
0,-1.757706,-1.860499
0,-1.757706,-1.860499
0,-1.750716,-1.853366
0,-1.750716,-1.853366
0,-1.751452,-1.854116
0,-1.744962,-1.847252
