Robot,X,Y
5,-0.62512,-1.235299
5,-0.62512,-1.235299
5,-0.62512,-1.235299
5,-0.62512,-1.235299
5,-0.628543,-1.242176
5,-0.628543,-1.242176
5,-0.628543,-1.242176
5,-0.62464,-1.23397
5,-0.62464,-1.23397
5,-0.62464,-1.23397
5,-0.622559,-1.230238
5,-0.622559,-1.230238
5,-0.622559,-1.230238
5,-0.625111,-1.235343
5,-0.625111,-1.235343
5,-0.625111,-1.235343
5,-0.620813,-1.22708
5,-0.620813,-1.22708
5,-0.620813,-1.22708
5,-0.623121,-1.231439
5,-0.623121,-1.231439
5,-0.623121,-1.231439
5,-0.623335,-1.231759
5,-0.623335,-1.231759
5,-0.623335,-1.231759
5,-0.622931,-1.230528
5,-0.622931,-1.230528
5,-0.622931,-1.230528
5,-0.623104,-1.231249
5,-0.623104,-1.231249
5,-0.623104,-1.231249
5,-0.622807,-1.230414
5,-0.622807,-1.230414
5,-0.622807,-1.230414
5,-0.62603,-1.23704
5,-0.62603,-1.23704
5,-0.62603,-1.23704
5,-0.62421,-1.233492
5,-0.62421,-1.233492
5,-0.62421,-1.233492
5,-0.62397,-1.232822
5,-0.62397,-1.232822
5,-0.62397,-1.232822
5,-0.626445,-1.237654
5,-0.626445,-1.237654
5,-0.626445,-1.237654
5,-0.62392,-1.232613
5,-0.62392,-1.232613
5,-0.62392,-1.232613
5,-0.625816,-1.236619
5,-0.625816,-1.236619
5,-0.625816,-1.236619
5,-0.626988,-1.238873
5,-0.626988,-1.238873
5,-0.626988,-1.238873
5,-0.622517,-1.229987
5,-0.622517,-1.229987
5,-0.622517,-1.229987
5,-0.622413,-1.229884
5,-0.622413,-1.229884
5,-0.622413,-1.229884
5,-0.622834,-1.230728
5,-0.622834,-1.230728
5,-0.622834,-1.230728
5,-0.622782,-1.23052
5,-0.622782,-1.23052
5,-0.622782,-1.23052
5,-0.623851,-1.232655
5,-0.623851,-1.232655
5,-0.623851,-1.232655
5,-0.623061,-1.231191
5,-0.623061,-1.231191
5,-0.623061,-1.231191
5,-0.622838,-1.230624
5,-0.622838,-1.230624
5,-0.622838,-1.230624
5,-0.6217,-1.228637
5,-0.6217,-1.228637
5,-0.6217,-1.228637
5,-0.62381,-1.2328
5,-0.62381,-1.2328
5,-0.62381,-1.2328
5,-0.620896,-1.226904
5,-0.620896,-1.226904
5,-0.620896,-1.226904
5,-0.621542,-1.228021
5,-0.621542,-1.228021
5,-0.621542,-1.228021
5,-0.625126,-1.235421
5,-0.625126,-1.235421
5,-0.625126,-1.235421
5,-0.622703,-1.23041
5,-0.622703,-1.23041
5,-0.622703,-1.23041
5,-0.624538,-1.234106
5,-0.624538,-1.234106
5,-0.624538,-1.234106
5,-0.6214,-1.227889
5,-0.6214,-1.227889
5,-0.6214,-1.227889
5,-0.620339,-1.225913
5,-0.620339,-1.225913
5,-0.620339,-1.225913
5,-0.620769,-1.226964
5,-0.620769,-1.226964
5,-0.620769,-1.226964
5,-0.62406,-1.233395
5,-0.62406,-1.233395
5,-0.62406,-1.233395
5,-0.621771,-1.228752
5,-0.621771,-1.228752
5,-0.621771,-1.228752
5,-0.620824,-1.227119
5,-0.620824,-1.227119
5,-0.620824,-1.227119
5,-0.620261,-1.225655
5,-0.620261,-1.225655
5,-0.620261,-1.225655
5,-0.62443,-1.233801
5,-0.62443,-1.233801
5,-0.62443,-1.233801
5,-0.623144,-1.237059
5,-0.623144,-1.237059
5,-0.675653,-1.390184
5,-0.625301,-1.24788
5,-0.625301,-1.24788
5,-0.611174,-1.267406
5,-0.611174,-1.267406
5,-0.611174,-1.267406
5,-0.634478,-1.266045
5,-0.634478,-1.266045
