Robot,X,Y
0,-2.457322,-1.46111
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.410096,-1.433652
0,-2.405183,-1.430603
0,-2.405183,-1.430603
0,-2.405183,-1.430603
0,-2.405183,-1.430603
0,-2.405183,-1.430603
0,-2.405183,-1.430603
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.459294,-1.46244
0,-2.457094,-1.461178
0,-2.457094,-1.461178
0,-2.403152,-1.429352
0,-2.403152,-1.429352
0,-2.396218,-1.425081
0,-2.396218,-1.425081
0,-2.396218,-1.425081
0,-2.396218,-1.425081
0,-2.396218,-1.425081
0,-2.457094,-1.461178
0,-2.457094,-1.461178
0,-2.457094,-1.461178
0,-2.457094,-1.461178
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.457322,-1.46111
0,-2.459409,-1.46281
0,-2.459409,-1.46281
0,-2.459409,-1.46281
0,-2.459409,-1.46281
0,-2.459409,-1.46281
0,-2.410789,-1.434051
0,-2.410789,-1.434051
0,-2.410789,-1.434051
0,-2.410789,-1.434051
0,-2.440223,-1.451779
0,-2.342252,-1.392492
0,-2.342252,-1.392492
0,-2.342252,-1.392492
0,-2.428813,-1.441556
0,-2.428797,-1.441554
0,-2.433386,-1.444349
0,-2.433386,-1.444349
0,-2.433386,-1.444349
0,-2.433386,-1.444349
0,-2.433386,-1.444349
0,-2.227718,-1.588278
0,-2.135592,-1.600994
0,-2.135592,-1.600994
0,-2.135592,-1.600994
0,-1.78015,-1.537816
0,-1.78015,-1.537816
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581651,-1.439285
0,-1.581535,-1.470458
0,-1.565363,-1.434936
0,-1.565363,-1.434936
0,-1.565363,-1.434936
0,-1.565363,-1.434936
0,-1.370308,-1.682712
0,-1.370308,-1.682712
0,-1.183882,-1.514742
0,-1.183882,-1.514742
0,-1.183882,-1.514742
0,-1.183882,-1.514742
0,-1.096763,-1.552493
0,-1.096763,-1.552493
0,-1.17735,-1.629794
0,-1.17735,-1.629794
0,-1.329297,-1.648202
0,-1.329297,-1.648202
0,-1.329297,-1.648202
0,-1.329297,-1.648202
0,-1.329297,-1.648202
0,-1.524038,-1.661006
0,-1.524038,-1.661006
0,-1.524038,-1.661006
0,-1.524038,-1.661006
0,-1.524038,-1.661006
0,-1.639618,-1.98209
0,-1.639618,-1.98209
0,-1.639618,-1.98209
0,-1.61954,-2.100084
0,-1.61954,-2.100084
0,-1.604858,-2.080908
0,-1.604858,-2.080908
0,-1.603005,-2.07878
0,-1.603005,-2.07878
0,-1.618325,-2.098221
0,-1.618325,-2.098221
0,-1.606991,-2.083378
0,-1.606991,-2.083378
0,-1.609953,-2.087527
0,-1.609953,-2.087527
0,-1.610838,-2.088574
0,-1.610838,-2.088574
0,-1.606991,-2.083378
0,-1.606991,-2.083378
0,-1.611642,-2.089704
0,-1.611642,-2.089704
0,-1.617628,-2.097031
0,-1.617628,-2.097031
0,-1.604064,-2.079975
0,-1.604064,-2.079975
0,-1.609196,-2.086589
0,-1.609196,-2.086589
0,-1.609437,-2.086728
0,-1.609437,-2.086728
0,-1.606317,-2.082641
0,-1.606317,-2.082641
0,-1.611215,-2.088957
0,-1.611215,-2.088957
0,-1.60837,-2.085554
0,-1.60837,-2.085554
0,-1.603336,-2.078711
0,-1.603336,-2.078711
0,-1.601348,-2.076385
0,-1.601348,-2.076385
0,-1.606574,-2.082873
0,-1.606574,-2.082873
0,-1.604695,-2.080545
0,-1.604695,-2.080545
0,-1.609133,-2.086243
0,-1.609133,-2.086243
0,-1.609133,-2.086243
0,-1.610826,-2.088106
0,-1.608457,-2.084987
0,-1.607996,-2.085175
0,-1.607996,-2.085175
0,-1.606802,-2.083372
0,-1.606802,-2.083372
0,-1.615206,-2.093947
0,-1.615206,-2.093947
0,-1.604776,-2.080825
0,-1.604776,-2.080825
0,-1.607284,-2.083532
0,-1.615491,-2.094042
0,-1.603824,-2.079158
0,-1.603824,-2.079158
0,-1.610804,-2.088598
0,-1.610804,-2.088598
0,-1.604858,-2.080908
5,-0.759349,-1.261071
5,-0.761185,-1.263812
5,-0.757915,-1.258454
5,-0.757915,-1.258454
5,-0.757103,-1.257217
5,-0.757103,-1.257217
5,-0.758892,-1.260216
5,-0.758892,-1.260216
5,-0.760173,-1.262308
5,-0.759678,-1.261367
5,-0.763132,-1.267264
5,-0.761188,-1.264286
5,-0.761188,-1.264286
5,-0.76135,-1.26423
5,-0.761151,-1.263912
5,-0.756505,-1.256276
5,-0.756505,-1.256276
5,-0.760272,-1.26263
5,-0.760272,-1.26263
5,-0.759306,-1.260845
5,-0.756703,-1.256531
5,-0.759055,-1.260587
5,-0.759055,-1.260587
5,-0.759055,-1.260587
5,-0.760957,-1.263782
5,-0.759201,-1.260723
5,-0.758047,-1.258901
5,-0.760015,-1.262124
5,-0.760015,-1.262124
5,-0.760324,-1.262833
5,-0.760324,-1.262833
5,-0.760045,-1.262044
5,-0.760045,-1.262044
5,-0.760674,-1.263057
5,-0.758895,-1.260344
5,-0.76054,-1.263046
5,-0.757228,-1.2576
5,-0.757228,-1.2576
5,-0.757228,-1.2576
5,-0.757228,-1.2576
5,-0.762142,-1.265417
5,-0.762142,-1.265417
5,-0.757689,-1.258454
5,-0.760478,-1.262989
5,-0.763106,-1.267028
5,-0.761126,-1.264173
5,-0.761126,-1.264173
5,-0.762364,-1.265662
5,-0.762364,-1.265662
5,-0.759591,-1.261341
5,-0.759591,-1.261341
5,-0.761133,-1.263994
5,-0.760019,-1.262221
5,-0.760019,-1.262221
5,-0.760019,-1.262221
5,-0.762645,-1.266581
5,-0.762645,-1.266581
5,-0.762645,-1.266581
5,-0.762645,-1.266581
5,-0.762896,-1.236645
5,-0.774027,-1.265485
5,-0.774027,-1.265485
5,-0.774027,-1.265485
5,-0.774027,-1.265485
5,-0.774027,-1.265485
5,-0.811941,-1.246287
5,-0.811941,-1.246287
5,-0.811941,-1.246287
5,-0.811941,-1.246287
5,-0.811941,-1.246287
5,-0.989833,-1.064175
5,-0.989833,-1.064175
5,-0.989833,-1.064175
5,-1.189096,-0.999544
5,-1.189096,-0.999544
5,-1.302,-1.024143
5,-1.290266,-1.087695
5,-1.247061,-1.144792
5,-1.186611,-1.196159
5,-1.132463,-1.23341
5,-1.132463,-1.23341
5,-1.132463,-1.23341
5,-1.132463,-1.23341
5,-0.873048,-1.4802
5,-0.840133,-1.548939
5,-0.828959,-1.669165
5,-0.828959,-1.669165
5,-0.828959,-1.669165
5,-0.828959,-1.669165
5,-0.959065,-1.913699
5,-1.016565,-1.969483
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.078418,-2.008473
5,-1.499522,-2.169587
5,-1.501554,-2.172672
5,-1.51135,-2.186967
5,-1.51135,-2.186967
5,-1.49605,-2.16453
5,-1.500629,-2.170849
5,-1.500629,-2.170849
5,-1.50017,-2.170411
5,-1.50017,-2.170411
5,-1.55048,-2.243271
5,-1.55048,-2.243271
5,-1.533077,-2.218275
5,-1.533077,-2.218275
5,-1.506192,-2.178479
5,-1.506192,-2.178479
5,-1.542969,-2.232672
5,-1.542969,-2.232672
5,-1.542625,-2.2316
5,-1.542625,-2.2316
5,-1.500536,-2.170828
5,-1.500536,-2.170828
5,-1.498295,-2.167751
5,-1.498295,-2.167751
5,-1.502387,-2.173636
5,-1.502387,-2.173636
5,-1.52734,-2.2099
5,-1.52734,-2.2099
5,-1.536417,-2.222857
5,-1.536417,-2.222857
5,-1.497174,-2.166085
5,-1.497174,-2.166085
5,-1.528296,-2.211557
5,-1.528296,-2.211557
5,-1.504404,-2.176341
5,-1.504404,-2.176341
5,-1.527632,-2.210888
5,-1.527632,-2.210888
5,-1.503125,-2.174739
5,-1.503125,-2.174739
5,-1.535305,-2.221566
5,-1.535305,-2.221566
5,-1.50275,-2.174067
5,-1.50275,-2.174067
5,-1.497641,-2.166899
5,-1.497641,-2.166899
5,-1.500282,-2.170303
5,-1.500282,-2.170303
5,-1.508299,-2.182174
5,-1.508636,-2.182452
5,-1.508636,-2.182452
5,-1.508636,-2.182452
5,-1.508636,-2.182452
5,-1.533349,-2.218549
5,-1.533349,-2.218549
5,-1.533734,-2.219376
5,-1.533734,-2.219376
5,-1.500948,-2.171222
5,-1.500948,-2.171222
5,-1.529878,-2.213645
5,-1.529878,-2.213645
5,-1.529878,-2.213645
